escenario,fpr,tpr
eps=1,0.7555427914991384,0.7655370476737507
eps=1,0.760137851809305,0.7700172314761631
eps=1,0.7640436530729465,0.7751866743251005
eps=1,0.7684089603676049,0.7809304997128087
eps=1,0.7733486502010339,0.7854106835152211
eps=1,0.7792073520964963,0.7900057438253877
eps=1,0.7850660539919586,0.7935669155657668
eps=1,0.7898908673176336,0.7983917288914417
eps=1,0.7940264215967835,0.8028719126938542
eps=1,0.79862148190695,0.8074669730040207
eps=1,0.8029867892016083,0.8124066628374498
eps=1,0.8067777139574956,0.8178058587018955
eps=1,0.8118322802986789,0.8213670304422745
eps=1,0.817461229178633,0.8275703618609994
eps=1,0.823779437105112,0.8323951751866743
eps=1,0.8291786329695577,0.8374497415278576
eps=1,0.8346927053417577,0.843997702469845
eps=1,0.8383687535898908,0.8484778862722573
eps=1,0.8435381964388282,0.8534175761056864
eps=1,0.8503159103963239,0.8580126364158529
eps=1,0.8565192418150488,0.8624928202182653
eps=1,0.8613440551407238,0.8666283744974153
eps=1,0.8653647329121195,0.8717978173463526
eps=1,0.8696151636990236,0.8786904078116026
eps=1,0.8748994830557151,0.88385985066054
eps=1,0.8792647903503733,0.8876507754164273
eps=1,0.88385985066054,0.8931648477886273
eps=1,0.8885697874784606,0.8976450315910396
eps=1,0.8935094773118897,0.9023549684089603
eps=1,0.8976450315910396,0.907639287765652
eps=1,0.9024698449167146,0.9122343480758185
eps=1,0.9072946582423894,0.9174037909247559
eps=1,0.9114302125215393,0.9213095921883975
eps=1,0.9162550258472143,0.9256748994830557
